NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,CUSINE TYPE,RATING_TYPE,RATING,VOTES
Mr Burger Hut,300,Fast Food,Dehradun,Subhash Nagar,Quick Bites,Average,3.4,19
Pearl Lounge - Hotel The Pearl Grand,800,"North Indian,Chinese,South Indian",Dehradun,Majra,Casual Dining,Average,3.2,9
#Chaap Republic,180,Fast Food,Dehradun,Jakhan,Quick Bites,Average,3.3,10
Sardarji Di Rasoi,150,North Indian,Dehradun,Jakhan,Quick Bites,None,NEW,NEW
Tandoori Dhaba,150,North Indian,Dehradun,Paltan Bazaar,Dhaba,Average,2.8,7
Doon Chaat Bhandar,100,"Chinese,Street Food",Dehradun,Race Course,Quick Bites,None,NEW,NEW
Las Vegas Multi Cuisine Restaurant,250,"Chinese,South Indian,Fast Food",Dehradun,Paltan Bazaar,Quick Bites,Average,2.9,10
Jaideep Restaurant,350,North Indian,Dehradun,Hathibarkala Salwala,none,Average,3.4,18
The Wall Cafe,500,Cafe,Dehradun,Jakhan,Café,Average,3.2,10
New Jain Vegetarian,300,North Indian,Dehradun,Paltan Bazaar,Casual Dining,Good,3.6,78
Royale Punjab,250,"Chinese,Fast Food,North Indian",Dehradun,Khurbura,Quick Bites,Average,3.3,18
Blue Whale,1000,"North Indian,Chinese",Dehradun,Morowala,Lounge,Average,3.2,8
Spice Restaurant - Hotel Galaxy,1000,"North Indian,Chinese,Continental,Italian,Thai",Dehradun,Race Course,Casual Dining,Average,3.1,4
Food Funda,250,"Chinese,Beverages",Dehradun,Chukkuwala,Casual Dining,Average,3.0,9
The Food City,250,"North Indian,Chinese",Dehradun,Ballupur,Quick Bites,Not rated,-,-
Friends Chicken Corner,300,North Indian,Dehradun,Prem Nagar,Quick Bites,None,NEW,NEW
Ellora Homeaids,300,"Fast Food,Desserts,Bakery",Dehradun,Chukkuwala,Bakery,Average,3.0,4
Rajmithas,300,"Ice Cream,Mithai",Dehradun,Malsi,Dessert Parlor,Average,3.2,9
Rangoli Restaurant and Cafe,350,"Cafe,Fast Food",Dehradun,Jakhan,Café,Average,3.1,7
Chilly's Pizza and Maggi Point,550,Fast Food,Dehradun,Malsi,Quick Bites,Average,3.3,11
O'Press Juice & Joy,150,"Beverages,Juices",Dehradun,Khurbura,Beverage Shop,None,NEW,NEW
Friends Restaurant,250,North Indian,Dehradun,Garhi Cantt,Quick Bites,Average,3.2,9
Standard's Bakery,300,Bakery,Dehradun,Kaonli,Bakery,Average,3.2,5
Lemon Chilly,300,Fast Food,Dehradun,Raipur,Quick Bites,Average,3.2,7
OMG Foods,300,"Burger,Pizza,Sandwich",Dehradun,Rajpur,Quick Bites,Average,3.2,6
Adarsh Ratna,500,"South Indian,Fast Food",Dehradun,Garhi Cantt,Quick Bites,Average,2.8,9
Cafe Coffee Day,500,Cafe,Dehradun,Race Course,Café,Average,3.1,5
Ana's & Andyz,150,"Burger,Sandwich,Wraps",Dehradun,Balliwala,Quick Bites,Good,3.8,56
Navi's,600,"North Indian,Chinese",Dehradun,Balliwala,Quick Bites,Average,3.2,12
Standard Bakers & Fast Food,500,Bakery,Dehradun,Hathibarkala Salwala,Bakery,Average,3.2,5
