NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,CUSINE TYPE,RATING_TYPE,RATING,VOTES
Kalptaru Sweets N Bakery,450,"Fast Food,North Indian,Continental,Beverages,Mithai",Allahabad,Lukerganj,Quick Bites,Good,3.9,111
Prayag Food Plaza,300,Chinese,Allahabad,George Town,none,Very Good,4.0,79
AL-Baik Zone,300,"North Indian,Fast Food",Allahabad,Kareli,Quick Bites,None,NEW,NEW
El Chico Pastry Shop,300,Desserts,Allahabad,Civil Lines,Dessert Parlor,Very Good,4.3,79
Allahabad Biryani Centre,400,"Biryani,Mughlai",Allahabad,Civil Lines,Casual Dining,Good,3.8,153
Kamdhenu Sweets,400,Desserts,Allahabad,Civil Lines,Dessert Parlor,Very Good,4.2,125
The London Shakes And Cafe,300,"Pizza,Fast Food,Beverages",Allahabad,Civil Lines,Café,Good,3.9,61
Daana Pani Restaurant,250,North Indian,Allahabad,Dhoomanganj,Quick Bites,Average,3.4,55
Dilli Galiyara,800,"North Indian,South Indian,Chinese",Allahabad,Vinayak City Centre Mall-- Civil Lines,Casual Dining,Good,3.6,86
Jai Shri Shankar Bhojnalaya,300,North Indian,Allahabad,Civil Lines,Bhojanalya,Good,3.8,80
Andeywala,200,Fast Food,Allahabad,Civil Lines,Quick Bites,Good,3.8,54
Zaika Biryani Ka,200,"Biryani,North Indian,Rolls",Allahabad,Colonel Ganj,Quick Bites,Good,3.9,66
Reserveseats,700,"North Indian,South Indian,Chinese",Allahabad,Katra,Casual Dining,Good,3.8,68
Busy Bee Restro,700,"Chinese,North Indian,Continental,Beverages",Allahabad,Naini,Casual Dining,Good,3.6,35
Chai Onn,200,"Beverages,Cafe,Desserts,Pizza,Tea",Allahabad,Naini,none,Good,3.5,11
Shahi Darbar Restaurant,450,"North Indian,Chinese,Beverages",Allahabad,Civil Lines,Casual Dining,Good,3.6,68
Old Town,500,"North Indian,Chinese",Allahabad,Civil Lines,Casual Dining,Good,3.6,88
Chaat Chatore,250,"Fast Food,North Indian,South Indian,Continental",Allahabad,Katra,Quick Bites,Average,2.8,34
U S PIZZA,700,"Pizza,Salad,Beverages",Allahabad,Katra,Quick Bites,Good,3.8,47
